PITCHER,DATE,INNING,BATTER_IN_INNING,PITCH_NUMBER,PITCH_TYPE,SPIN_RATE,VELO,RELEASE_EXTENSION,RELEASE_SIDE,RELEASE_HEIGHT
PITCHER B,20190614,6,1,1,CB,2214.59,75.2729,4.94795,0.946551,5.98426
PITCHER B,20190614,6,1,2,FB,1825.28,86.9761,5.6713,0.884662,5.70074
PITCHER B,20190614,6,2,1,SL,2171.32,77.3425,4.95137,0.970866,5.91748
PITCHER B,20190614,6,2,2,FB,1863.47,87.3105,5.5888,0.892573,5.80969
PITCHER B,20190614,6,2,3,FB,1893.79,87.5038,5.74484,0.849267,5.77463
PITCHER B,20190614,6,2,4,FB,1826.01,88.4489,5.58395,0.910959,5.93547
PITCHER B,20190614,6,2,5,FB,1812.01,87.0015,5.82199,0.950849,5.67499
PITCHER B,20190614,6,3,1,FB,1882.44,88.6013,5.76172,0.721156,5.84641
PITCHER B,20190614,6,3,2,CH,1342.56,82.329,5.98751,0.703427,5.83873
PITCHER B,20190614,6,3,3,CH,1423.41,81.6927,6.05034,0.822038,5.9148
PITCHER B,20190614,6,3,4,FB,1719.7,87.5389,5.60537,0.866719,5.65924
PITCHER B,20190614,6,3,5,FB,1899.83,87.4243,5.67921,0.99995,5.70242
PITCHER B,20190621,1,1,1,FB,1981.71,88.4283,5.56725,1.28257,5.82448
PITCHER B,20190621,1,1,2,FB,2044.33,87.4968,5.59595,1.07873,5.80807
PITCHER B,20190621,1,2,1,FB,1988.87,88.4498,5.51413,1.1802,5.70377
PITCHER B,20190621,1,2,2,FB,1958.98,88.8176,5.52656,1.19565,5.6611
PITCHER B,20190621,1,3,1,FB,1941.51,89.8383,5.52185,1.16765,5.67167
PITCHER B,20190621,1,3,2,FB,1857.93,88.5617,5.58646,1.1177,5.71188
PITCHER B,20190621,1,3,3,FB,1979.91,89.5617,5.67969,1.13661,5.79706
PITCHER B,20190621,1,3,4,SL,2277.75,82.2533,5.58262,1.1643,5.63224
PITCHER B,20190621,2,1,1,FB,2010.1,87.8764,5.77774,1.31534,5.79203
PITCHER B,20190621,2,1,2,FB,1936.73,88.3877,5.71057,1.32272,5.67091
PITCHER B,20190621,2,2,1,FB,1954.71,88.263,5.99982,1.19257,5.70707
PITCHER B,20190621,2,2,2,FB,2014.78,89.2268,5.56681,0.88224,5.89177
PITCHER B,20190621,2,3,1,FB,2077.85,89.6994,5.68777,0.908074,5.64585
PITCHER B,20190621,2,3,2,FB,2027.06,90.8176,5.8286,1.04745,5.75312
PITCHER B,20190621,2,3,3,FB,2043.01,90.1125,5.91602,0.978367,5.67915
PITCHER B,20190621,2,3,4,FB,2052.32,90.883,5.81698,0.829412,5.70931
PITCHER B,20190621,2,3,5,SL,NULL,81.4223,5.69589,0.949175,5.60359
PITCHER B,20190621,3,1,1,FB,1876.52,87.8154,5.60352,1.14754,5.9712
PITCHER B,20190621,3,1,2,FB,1973.36,88.3068,5.64856,0.857042,5.77667
PITCHER B,20190621,3,1,3,FB,1947.35,88.9131,5.54829,1.00408,5.70361
PITCHER B,20190621,3,1,4,FB,2047.82,90.2997,5.8275,1.04057,5.80462
PITCHER B,20190621,3,1,5,FB,2063.3,89.8401,5.74919,0.864456,5.93799
PITCHER B,20190621,3,2,1,FB,1941.3,89.5113,5.79671,0.869592,5.8586
PITCHER B,20190621,3,2,2,FB,2062.66,89.1588,5.71403,1.0103,5.7276
PITCHER B,20190621,3,2,3,FB,1950.91,89.4448,5.70702,0.901357,5.61125
PITCHER B,20190621,3,2,4,FB,1963.7,90.1221,5.91099,1.06789,5.59867
PITCHER B,20190621,3,2,5,FB,1951.89,90.1955,5.68359,1.06203,5.60698
PITCHER B,20190621,3,2,6,FB,2141.28,91.4449,5.84316,0.852208,5.70033
PITCHER B,20190621,3,2,7,FB,1911.84,90.8914,5.74111,0.925769,5.85827
PITCHER B,20190621,3,3,1,FB,1931.5,88.8888,5.56904,1.09251,5.78003
PITCHER B,20190621,3,3,2,FB,2058.11,89.7329,5.58089,0.877772,5.72155
PITCHER B,20190621,4,1,1,FB,2097.87,87.8125,5.8436,1.05509,5.92527
PITCHER B,20190621,4,2,1,FB,1895.65,88.7917,5.77163,1.17827,5.71386
PITCHER B,20190621,4,3,1,SL,2287.66,81.867,5.79077,1.24229,5.60921
PITCHER B,20190621,4,3,2,FB,1928.7,89.1681,5.70855,1.24862,5.39919
PITCHER B,20190621,4,3,3,FB,2126,89.7537,5.88666,1.19989,5.32033
PITCHER B,20190621,4,3,4,SL,NULL,81.2467,5.51513,1.23402,5.63924
PITCHER B,20190621,4,3,5,FB,1864.95,91.8548,5.94054,1.04699,5.66767
PITCHER B,20190621,4,3,6,SL,NULL,82.6996,5.81417,1.04152,5.49642
PITCHER B,20190621,4,3,7,FB,1822.03,91.0845,5.88567,1.10351,5.48074
PITCHER B,20190621,4,4,1,FB,1759.9,88.9477,5.78313,0.994561,5.6818
PITCHER B,20190621,4,4,2,FB,1817.77,88.8476,5.81669,1.10364,5.77824
PITCHER B,20190621,4,5,1,FB,1754.62,88.9588,5.80743,0.936397,5.73172
PITCHER B,20190621,4,5,2,FB,1863.29,89.7602,5.6727,1.07863,5.66484
PITCHER B,20190621,4,5,3,FB,1900.76,87.4018,5.97675,0.957505,5.5668
PITCHER B,20190621,4,5,4,CH,1287.33,81.311,5.85506,0.902797,5.71305
PITCHER B,20190621,4,5,5,FB,1754.9,88.2001,5.66287,1.03409,5.48912
PITCHER B,20190621,4,5,6,CH,1298.79,82.4987,5.96922,0.940071,5.70918
PITCHER B,20190621,4,5,7,CH,1458.99,82.6777,5.81537,0.87572,5.64851
PITCHER B,20190621,4,5,8,FB,NULL,90.5032,5.70026,0.859701,5.84148
PITCHER B,20190621,5,1,1,SL,2332.13,79.5846,5.40027,1.17855,5.62595
PITCHER B,20190621,5,1,2,FB,1973.21,87.7057,5.71835,1.2429,5.32041
PITCHER B,20190621,5,2,1,FB,2140.7,87.5905,5.81132,1.0209,5.84565
PITCHER B,20190621,5,3,1,FB,2025.96,87.6702,5.76034,1.01999,5.60925
PITCHER B,20190621,5,3,2,CH,1396.59,81.925,5.62134,0.848899,5.71923
PITCHER B,20190621,5,3,3,FB,2005.45,88.3335,5.69398,0.931382,5.58522
PITCHER B,20190621,5,3,4,FB,2000.68,87.3298,5.63352,0.99848,5.37388
PITCHER B,20190621,5,4,1,FB,2019.57,87.4939,5.68112,1.01415,5.56198
PITCHER B,20190621,5,4,2,FB,1998.41,88.4639,5.67073,1.05517,5.72601
PITCHER B,20190621,6,1,1,FB,1957.17,88.5748,5.83306,0.961501,5.73977
PITCHER B,20190621,6,1,2,FB,1934.15,88.5611,5.60829,0.965549,5.3858
PITCHER B,20190621,6,2,1,FB,1942.06,88.318,5.63607,1.03128,5.36958
PITCHER B,20190621,6,2,2,FB,1930.14,89.0427,5.62455,1.0749,5.40579
PITCHER B,20190621,6,3,1,FB,2073.88,90.8411,5.84424,0.919071,5.53146
PITCHER B,20190621,6,3,2,FB,1956.41,90.003,5.72239,1.07278,5.50856
PITCHER B,20190621,6,3,3,FB,1966.02,92.0756,5.65599,0.886105,5.56652
PITCHER B,20190621,7,1,1,FB,1979.8,85.9584,5.60777,0.996704,5.64048
PITCHER B,20190621,7,1,2,FB,2014,87.2408,5.4918,1.18235,5.5224
PITCHER B,20190621,7,1,3,FB,1974.31,86.7672,5.55164,1.26434,5.5216
PITCHER B,20190621,7,1,4,FB,1944.02,86.3473,5.42929,1.26901,5.69136
PITCHER B,20190621,7,2,1,FB,1885.47,87.6829,5.57335,1.09487,5.52822
PITCHER B,20190621,7,2,2,CH,1398.93,81.3848,5.66934,1.07361,5.74405
PITCHER B,20190621,7,2,3,FB,1901.65,87.6318,5.42645,1.14817,5.44865
PITCHER B,20190621,7,2,4,FB,1933.72,89.1375,5.65392,0.944257,5.62621
PITCHER B,20190621,7,2,5,FB,1921.34,90.1185,5.45862,0.92913,5.65156
PITCHER B,20190621,7,2,6,CH,1398.42,81.588,5.88564,1.01845,5.75953
PITCHER B,20190621,7,3,1,FB,1854.41,88.3192,5.42662,1.02348,5.52719
PITCHER B,20190621,7,3,2,SL,2167.6,80.6132,5.6857,1.07055,5.50571
PITCHER B,20190621,7,3,3,SL,2198.2,80.2261,5.39271,1.21748,5.57483
PITCHER B,20190621,7,3,4,FB,1747.57,88.7749,5.61702,1.05695,5.79952
PITCHER B,20190621,7,4,1,CH,1317.29,81.1924,5.69322,0.994395,5.6745
PITCHER B,20190621,7,4,2,CH,1262.21,80.9245,5.77567,1.01034,5.58491
PITCHER B,20190621,7,5,1,FB,1981.83,88.9892,5.44953,0.930389,5.65504
PITCHER B,20190621,7,5,2,CH,1384.79,80.6656,5.84255,0.882127,5.74412
PITCHER B,20190621,7,5,3,CH,1316.05,82.1397,6.14714,1.01321,5.68976
PITCHER B,20190621,7,5,4,CH,1364.77,81.4423,5.7609,0.729648,5.89956
PITCHER B,20190621,7,5,5,CH,1379.02,80.8873,5.81238,1.07435,5.5394
PITCHER B,20190626,1,1,1,FB,1976.7,85.6422,5.34498,1.14731,6.01209
PITCHER B,20190626,1,1,2,FB,2076.01,86.1318,5.36803,1.03277,6.18495
PITCHER B,20190626,1,2,1,FB,1943.35,87.3085,5.44627,1.0672,6.00987
PITCHER B,20190626,1,2,2,FB,2016.06,86.7077,5.40875,1.04308,5.7574
PITCHER B,20190626,1,2,3,FB,1954.62,86.8069,5.35279,1.24143,5.87589
PITCHER B,20190626,1,3,1,FB,1914.03,87.1523,5.46797,1.18643,5.71292
PITCHER B,20190626,1,3,2,SL,2337.61,80.9784,5.45415,1.13042,5.80334
PITCHER B,20190626,1,3,3,FB,1860.21,86.8794,5.44267,1.234,5.62887
PITCHER B,20190626,1,3,4,SL,2299.66,81.6244,5.70686,1.04707,5.61706
PITCHER B,20190626,1,3,5,FB,3633.3,87.927,5.51916,1.09037,5.70344
PITCHER B,20190626,1,3,6,SL,2188.85,81.373,5.44763,1.22392,5.66507
PITCHER B,20190626,2,1,1,FB,2008.28,85.4583,5.254,1.05459,5.9622
PITCHER B,20190626,2,1,2,FB,1963.81,84.8234,5.4187,1.21833,5.77859
PITCHER B,20190626,2,1,3,CH,1505.81,79.4747,5.60451,1.10251,5.88197
PITCHER B,20190626,2,1,4,CH,1426.58,80.3805,5.65922,1.04373,6.04636
PITCHER B,20190626,2,1,5,FB,1937.33,87.7821,5.5124,1.19274,5.73508
PITCHER B,20190626,2,2,1,FB,1969.8,87.215,5.45895,1.28569,5.82281
PITCHER B,20190626,2,2,2,SL,2298.07,80.6391,5.38288,1.18784,5.71267
PITCHER B,20190626,2,3,1,FB,1951.61,87.6162,5.86111,1.05127,5.98272
PITCHER B,20190626,2,3,2,FB,2016.23,87.7426,5.3815,0.96592,5.76196
PITCHER B,20190626,3,1,1,FB,1838.88,87.0213,5.44603,1.1288,5.8604
PITCHER B,20190626,3,1,2,CH,1339.18,78.9117,5.62562,0.863148,6.17198
PITCHER B,20190626,3,1,3,CH,1289.17,79.7309,5.72767,1.01217,5.94217
PITCHER B,20190626,3,1,4,FB,1951.96,86.3036,5.57343,1.19282,5.67694
PITCHER B,20190626,3,1,5,CH,NULL,80.5278,5.78716,0.98477,5.94227
PITCHER B,20190626,3,2,1,FB,1921.02,86.3015,5.55548,1.23654,5.78635
PITCHER B,20190626,3,2,2,FB,1905.1,86.5957,5.46148,1.1696,5.77641
PITCHER B,20190626,3,2,3,FB,1923.94,88.5522,5.75544,1.07889,5.95119
PITCHER B,20190626,3,2,4,CH,1409.83,80.434,5.46525,1.01145,5.89007
PITCHER B,20190626,3,3,1,FB,1876.96,86.567,5.66804,1.19473,5.76811
PITCHER B,20190626,3,3,2,FB,1850.71,87.1454,5.63012,1.34135,5.79762
PITCHER B,20190626,3,3,3,FB,1868.38,86.8077,5.55742,1.15539,5.87059
PITCHER B,20190626,4,1,1,FB,1788.97,85.2594,5.37883,1.21067,5.91674
PITCHER B,20190626,4,1,2,FB,1851.67,84.887,5.38073,1.06028,5.68737
PITCHER B,20190626,4,1,3,CH,1343.82,78.768,5.48642,0.90792,6.02886
PITCHER B,20190626,4,1,4,FB,1857.48,86.4215,5.52649,0.99806,5.89216
PITCHER B,20190626,4,2,1,FB,1657.84,86.5977,5.44676,1.15737,5.91336
PITCHER B,20190626,4,2,2,FB,1646.52,86.3391,5.3676,1.03912,5.83893
PITCHER B,20190626,4,2,3,FB,1813.15,85.2609,5.53707,1.10567,5.63489
PITCHER B,20190626,4,3,1,SL,2124.11,80.3956,5.56023,1.16326,5.75018
PITCHER B,20190626,4,3,2,SL,2148.5,78.7607,5.53034,1.17564,5.66268
PITCHER B,20190626,4,3,3,SL,NULL,79.282,5.47444,1.2613,5.82706
PITCHER B,20190626,4,3,4,SL,2124.03,79.7337,5.53683,1.05573,5.59178
PITCHER B,20190626,4,3,5,SL,2261.54,80.7815,5.73518,1.17442,5.8706
PITCHER B,20190626,4,3,6,FB,1749.62,87.8855,5.47932,1.05701,5.73633
PITCHER B,20190626,4,3,7,SL,2261.32,80.5436,5.51955,1.1289,5.58616
PITCHER B,20190626,4,3,8,FB,1883.67,88.299,5.70619,1.39941,5.81259
PITCHER B,20190626,4,3,9,SL,NULL,81.3041,5.50728,1.30404,5.78802
PITCHER B,20190626,4,3,10,SL,2270.59,82.0335,5.50584,1.26583,5.75586
PITCHER B,20190626,4,4,1,CH,1335.27,80.7898,5.74963,1.08303,5.89095
PITCHER B,20190626,4,4,2,FB,1656.24,86.4284,5.66053,1.23961,5.60201
PITCHER B,20190626,4,4,3,CH,1366.02,80.0487,5.66487,1.25078,5.68659
PITCHER B,20190626,4,4,4,FB,1640.12,86.0122,5.50841,1.04258,5.72068
PITCHER B,20190626,4,4,5,CH,1419.51,80.6269,5.63778,1.11561,5.65714
PITCHER B,20190626,4,5,1,FB,1742.39,87.1658,5.53246,1.19068,5.75435
PITCHER B,20190626,4,5,2,FB,1795.26,86.5501,5.47441,1.15963,5.7735
PITCHER B,20190626,4,6,1,FB,1883.51,86.9242,5.58207,0.97489,5.85533
PITCHER B,20190626,4,6,2,FB,1864.73,88.0078,5.64044,1.19707,5.80528
PITCHER B,20190626,4,6,3,FB,1815.53,87.7614,5.79749,1.15273,5.83373
PITCHER B,20190626,4,6,4,FB,1855.08,85.7022,5.72027,1.17425,5.80839
PITCHER B,20190626,4,7,1,CH,1292.84,80.799,5.69506,1.28456,5.74553
PITCHER B,20190626,4,7,2,FB,1786.37,87.7345,5.42862,1.25346,5.75966
PITCHER B,20190626,4,8,1,CH,1342.34,82.0595,5.70566,1.30184,5.7979
PITCHER B,20190626,5,1,1,FB,1846.19,87.5641,5.78605,1.08432,5.75204
PITCHER B,20190626,5,1,2,FB,1824.29,85.9417,5.64097,1.37977,5.73377
PITCHER B,20190626,5,1,3,FB,1773.16,88.1788,5.69809,1.19732,5.69791
PITCHER B,20190626,5,1,4,FB,1816.9,87.2081,5.64865,1.28745,5.65088
PITCHER B,20190626,5,1,5,FB,1861.78,88.823,5.78311,1.24488,5.66001
PITCHER B,20190626,5,1,6,FB,1848.95,89.2033,5.80971,1.27478,5.71267
PITCHER B,20190626,5,1,7,FB,2032.85,89.7399,5.72863,1.26984,5.88705
PITCHER B,20190626,5,2,1,FB,1906.18,88.1596,5.61632,1.30332,5.75769
PITCHER B,20190626,5,2,2,FB,1812.03,87.4253,5.71602,1.35114,5.71966
PITCHER B,20190626,5,2,3,CH,1437.04,80.3996,5.66065,1.31174,5.81601
PITCHER B,20190626,5,2,4,CH,1357.05,81.0316,5.89348,1.28536,5.85637
PITCHER B,20190626,5,2,5,CH,1352.3,79.7977,5.76416,1.24346,5.95279
PITCHER B,20190626,5,2,6,CH,1384.61,81.0362,5.92335,1.28653,5.7544
PITCHER B,20190626,5,2,7,FB,1797.77,88.2605,5.68275,1.20783,5.84436
PITCHER B,20190626,5,3,1,CH,1316.17,80.8376,5.78241,1.23911,5.87881
PITCHER B,20190626,5,3,2,FB,1778.4,86.8409,5.43823,1.12749,5.67086
PITCHER B,20190626,5,3,3,FB,1889.32,87.6116,5.72306,1.08708,5.88742
PITCHER B,20190626,5,4,1,SL,2252.1,79.3993,5.56093,1.43696,5.71752
PITCHER B,20190626,5,4,2,SL,2330.15,80.1601,5.56859,1.18861,5.70482
PITCHER B,20190626,5,5,1,FB,1935.4,86.812,5.77402,1.45988,5.68242
PITCHER B,20190626,5,5,2,CH,1446.88,80.423,5.92066,1.17165,5.96019
PITCHER B,20190626,5,5,3,FB,1923.69,87.498,5.61538,1.3543,5.49536
PITCHER B,20190626,5,6,1,SL,2118.36,80.2338,5.76073,1.385,5.60503
PITCHER B,20190626,5,6,2,SL,2204.52,79.4546,5.59603,1.42058,5.54965
PITCHER B,20190701,1,1,1,FB,2086.41,88.6974,5.32136,1.23788,5.62984
PITCHER B,20190701,1,1,2,FB,2114.77,89.3608,5.41641,1.08343,5.66029
PITCHER B,20190701,1,1,3,FB,2055.28,89.6536,5.47603,1.14508,5.56338
PITCHER B,20190701,1,1,4,FB,2103.65,90.4299,5.40259,1.17057,5.66157
PITCHER B,20190701,1,2,1,FB,2166.75,90.1795,5.53231,0.9932,5.6064
PITCHER B,20190701,1,2,2,CH,1498.87,81.8074,5.45116,1.05408,5.70025
PITCHER B,20190701,1,2,3,FB,2097.6,90.1744,5.74117,1.01037,5.6596
PITCHER B,20190701,1,2,4,CH,1477.69,82.5405,5.81033,1.07151,5.80504
PITCHER B,20190701,1,3,1,FB,2098.2,90.3911,5.54498,0.99425,5.62337
PITCHER B,20190701,1,3,2,CH,1469.99,82.5716,5.65244,0.99976,5.70609
PITCHER B,20190701,1,3,3,CH,1402.67,81.3452,5.56032,1.08319,5.69371
PITCHER B,20190701,1,3,4,CH,1434.69,81.3635,5.83415,1.15979,5.79377
PITCHER B,20190701,1,3,5,FB,1963.19,90.6749,5.71049,1.12766,5.4804
PITCHER B,20190701,1,3,6,SL,2203.1,83.427,5.70261,1.12764,5.45837
PITCHER B,20190701,1,4,1,CH,1414.36,81.5975,5.59551,1.04263,5.6166
PITCHER B,20190701,1,4,2,FB,1944.9,89.1704,5.57218,1.12103,5.6458
PITCHER B,20190701,1,4,3,FB,2062.98,90.2922,5.61007,0.923348,5.68045
PITCHER B,20190701,2,1,1,FB,1996.98,89.3753,5.70155,0.901592,5.70156
PITCHER B,20190701,2,1,2,SL,2385.41,81.2747,5.40977,1.04448,5.48166
PITCHER B,20190701,2,1,3,SL,2361,81.3508,5.53719,1.08692,5.57046
PITCHER B,20190701,2,2,1,FB,1997.38,89.1137,5.49135,1.07871,5.67673
PITCHER B,20190701,2,2,2,CH,2775.87,81.8053,5.48224,1.17861,5.63664
PITCHER B,20190701,2,2,3,FB,1890.65,88.0944,5.55135,1.2035,5.63056
PITCHER B,20190701,2,2,4,FB,1847.78,88.224,5.46487,1.146,5.62011
PITCHER B,20190701,2,2,5,FB,1851.81,88.9963,5.7916,1.02793,5.69962
PITCHER B,20190701,2,3,1,FB,1885.63,88.8101,6.01076,1.20099,5.56824
PITCHER B,20190701,2,3,2,FB,1843.39,88.3443,5.57456,1.19511,5.53535
PITCHER B,20190701,2,3,3,FB,1884.72,89.1471,5.61748,1.25146,5.58911
PITCHER B,20190701,2,3,4,FB,1942.1,89.353,5.63993,1.21562,5.61795
PITCHER B,20190701,2,3,5,FB,2028.76,90.2982,5.60937,1.18736,5.55695
PITCHER B,20190701,2,4,1,FB,1958.16,89.8179,5.51675,1.21451,5.66862
PITCHER B,20190701,2,4,2,FB,1913.59,90.0298,5.84055,1.04699,5.75204
PITCHER B,20190701,2,4,3,FB,2088.12,90.392,5.67847,1.00004,5.63062
PITCHER B,20190701,2,4,4,FB,2015.46,92.1948,5.98724,1.05193,5.80188
PITCHER B,20190701,2,4,5,FB,1980.52,90.2569,5.88191,1.16034,5.62286
PITCHER B,20190701,2,4,6,FB,1870.69,90.4519,5.6709,1.24703,5.64122
PITCHER B,20190701,3,1,1,FB,1999.61,88.2321,5.69102,1.02176,5.74405
PITCHER B,20190701,3,1,2,FB,1982.08,89.2032,5.59443,1.21033,5.64569
PITCHER B,20190701,3,1,3,FB,2085.35,89.7398,5.72225,1.03302,5.72903
PITCHER B,20190701,3,1,4,CH,1373.32,80.8665,5.65922,1.27705,5.6237
PITCHER B,20190701,3,2,1,SL,2226.56,82.2425,5.62853,1.20713,5.49647
PITCHER B,20190701,3,2,2,FB,2051.92,90.506,5.7791,1.12909,5.49905
PITCHER B,20190701,3,2,3,SL,2246.74,83.0803,5.72929,1.24711,5.59407
PITCHER B,20190701,3,2,4,SL,2243.69,81.2067,5.61576,1.13521,5.57438
PITCHER B,20190701,3,3,1,FB,2220.29,90.4771,5.63187,1.01174,5.77233
PITCHER B,20190701,3,3,2,FB,2259.51,89.7175,5.74777,0.979445,5.67707
PITCHER B,20190701,3,3,3,FB,2096.59,89.7562,5.68461,1.06809,5.45693
PITCHER B,20190701,3,3,4,FB,2111.74,90.0033,5.57717,0.954848,5.69567
PITCHER B,20190701,4,1,1,FB,1957.73,86.6448,5.52009,1.07776,5.83363
PITCHER B,20190701,4,2,1,CH,1402.24,80.2276,5.63193,0.96276,5.76774
PITCHER B,20190701,4,2,2,FB,1999.13,89.2509,5.74776,1.03451,5.7568
PITCHER B,20190701,4,2,3,CH,1333.32,81.1547,5.60478,0.951427,5.85465
PITCHER B,20190701,4,2,4,FB,1967.87,89.5263,5.59019,1.22322,5.61381
PITCHER B,20190701,4,2,5,FB,2009.7,89.9298,5.62155,0.927581,5.63343
PITCHER B,20190701,4,2,6,FB,2021.85,90.6182,5.70854,1.08801,5.68648
PITCHER B,20190701,4,2,7,FB,2067.37,91.286,5.7039,0.971377,5.40843
PITCHER B,20190701,4,3,1,FB,2058.2,90.4268,5.50105,1.25527,5.46234
PITCHER B,20190701,4,3,2,SL,2377.45,82.4846,5.47694,1.0652,5.48346
PITCHER B,20190701,4,3,3,SL,2203.12,82.0689,5.75212,1.04702,5.47407
PITCHER B,20190701,4,3,4,SL,2242.93,81.127,5.40328,1.22341,5.50545
PITCHER B,20190701,4,3,5,FB,2084.9,92.1524,5.75426,0.982932,5.43985
PITCHER B,20190701,4,3,6,SL,2239.45,80.2675,5.53942,0.974734,5.52757
PITCHER B,20190701,5,1,1,FB,2026.85,86.7331,5.32833,1.19314,5.57869
PITCHER B,20190701,5,1,2,CH,1376.24,79.6134,5.62094,1.18559,5.67085
PITCHER B,20190701,5,1,3,FB,2092.38,87.8117,5.53663,1.19978,5.57439
PITCHER B,20190701,5,1,4,FB,2153.06,91.0214,5.61017,0.869949,5.67036
PITCHER B,20190701,5,1,5,CH,1348.37,81.1248,5.67716,1.1452,5.65559
PITCHER B,20190701,5,2,1,FB,1997.52,87.4785,5.55826,1.25285,5.46775
PITCHER B,20190701,5,3,1,FB,2167.16,89.2953,5.54696,1.10198,5.60264
PITCHER B,20190701,5,3,2,FB,1992.63,87.9839,5.42187,1.04133,5.49375
PITCHER B,20190701,5,3,3,FB,2035.42,91.4492,5.82555,1.06176,5.55712
PITCHER B,20190701,5,3,4,FB,1979.89,88.7917,5.73544,1.00634,5.4009
PITCHER B,20190701,5,4,1,FB,1881.85,87.5311,5.98245,1.07147,5.72731
PITCHER B,20190701,5,4,2,FB,1869.34,88.4035,5.74079,1.11385,5.56419
PITCHER B,20190701,6,1,1,FB,1903.07,85.6389,5.4604,1.2213,5.57121
PITCHER B,20190701,6,1,2,SL,2170.38,78.5173,5.44407,1.12927,5.43252
PITCHER B,20190701,6,1,3,FB,1973.5,86.0853,5.46961,1.19316,5.48177
PITCHER B,20190701,6,1,4,FB,1996.33,87.3056,5.45531,1.09151,5.53119
PITCHER B,20190701,6,2,1,SL,2081.98,79.2605,5.66402,1.22353,5.48647
PITCHER B,20190701,6,2,2,CH,1281.99,79.7112,5.54802,1.06957,5.65047
PITCHER B,20190701,6,2,3,FB,1948.61,87.5976,5.47643,1.03235,5.69143
PITCHER B,20190701,6,2,4,FB,1889.54,87.8039,5.42903,1.06513,5.48393
PITCHER B,20190701,6,3,1,FB,2122.93,88.0802,5.46678,0.957792,5.65431
PITCHER B,20190701,6,3,2,CH,1279.44,79.8572,5.85993,0.974368,5.74694
PITCHER B,20190701,6,3,3,FB,1976.03,88.7589,5.54795,0.968644,5.56571
PITCHER B,20190701,6,4,1,FB,1894.94,87.5443,5.57743,0.962638,5.67204
PITCHER B,20190701,6,4,2,CH,1302.25,78.9873,5.51011,1.02379,5.70048
PITCHER B,20190701,6,4,3,CH,1275.12,79.5842,5.57059,1.10169,5.60492
PITCHER B,20190701,7,1,1,SL,2085.06,79.3025,5.81886,0.950842,5.58576
PITCHER B,20190701,7,1,2,FB,1938.41,85.7643,5.65258,1.02462,5.48506
PITCHER B,20190701,7,1,3,FB,1998.76,87.0026,5.45153,1.03126,5.49511
PITCHER B,20190701,7,1,4,SL,2215.51,77.9948,5.63494,1.05154,5.4668
PITCHER B,20190701,7,2,1,FB,1926.23,87.3061,5.60499,0.907968,5.56067
PITCHER B,20190701,7,2,2,CH,1252.1,79.4001,5.30306,0.854446,5.73338
PITCHER B,20190701,7,2,3,CH,1260.71,78.7483,5.47708,0.906023,5.69612
PITCHER B,20190701,7,2,4,CH,1398.81,79.8508,5.56361,0.892524,5.62405
PITCHER B,20190701,7,3,1,FB,1818.62,86.068,5.62972,0.965507,5.49282
PITCHER B,20190701,7,3,2,FB,1814.98,86.3329,5.69329,0.948983,5.5329
PITCHER B,20190701,7,3,3,FB,1920.55,86.4312,5.54548,0.850436,5.54772
PITCHER B,20190701,7,3,4,FB,1836.82,88.53,5.80437,0.906746,5.55073
PITCHER B,20190701,7,3,5,FB,1874.29,89.9409,5.55117,0.747151,5.66692
PITCHER B,20190701,7,3,6,CH,1301.45,79.8115,5.42728,0.866844,5.69759
PITCHER B,20190701,7,3,7,FB,2003.95,90.2177,6.21815,0.818028,5.64274
PITCHER B,20190706,1,1,1,FB,1957.59,88.0858,5.56924,1.03856,5.66235
PITCHER B,20190706,1,1,2,FB,1916.82,87.8918,5.70064,0.879081,5.6405
PITCHER B,20190706,1,1,3,FB,1902.06,87.8168,5.67331,1.09719,5.8888
PITCHER B,20190706,1,2,1,FB,1906.85,89.2588,5.85372,1.11423,5.64621
PITCHER B,20190706,1,2,2,FB,1900.45,88.6051,5.79026,1.07326,5.76113
PITCHER B,20190706,1,2,3,CH,1542.3,82.4655,5.95771,1.05875,5.6794
PITCHER B,20190706,1,2,4,CH,1559.09,81.9853,5.77729,0.892749,5.68275
PITCHER B,20190706,1,3,1,FB,1696.05,88.836,5.84733,1.10553,5.54605
PITCHER B,20190706,1,3,2,CH,1407.26,81.6017,5.84244,1.14565,5.66746
PITCHER B,20190706,1,3,3,FB,1793.06,89.3124,5.85841,1.02362,5.76007
PITCHER B,20190706,1,3,4,FB,1720.91,87.6714,5.87294,1.08073,5.60644
PITCHER B,20190706,1,3,5,FB,1715.17,88.4469,5.89513,1.15251,5.65963
PITCHER B,20190706,1,3,6,FB,1724.28,90.0274,5.8122,1.18652,5.73475
PITCHER B,20190706,1,3,7,FB,1868.15,89.9743,5.83051,1.07798,5.77532
PITCHER B,20190706,1,4,1,SL,2376.56,81.9511,5.92923,1.14983,5.45773
PITCHER B,20190706,1,4,2,SL,2247.12,81.9229,5.94156,1.35047,5.44356
PITCHER B,20190706,1,5,1,FB,1894.51,89.208,5.77038,1.04952,5.74951
PITCHER B,20190706,1,5,2,FB,1817.21,88.3974,5.81385,1.243,5.69796
PITCHER B,20190706,1,6,1,SL,2167.84,81.5027,5.70738,1.22104,5.63099
PITCHER B,20190706,1,6,2,SL,2221.6,81.3496,5.6403,1.07633,5.61006
PITCHER B,20190706,1,6,3,SL,NULL,80.129,5.69852,1.10109,5.57535
